!    time (d)     u          v      prev (=I0/S0)
   66.8020    0.624248    0.000080    0.000053
   66.8040    0.624248    0.000080    0.000053
   66.8060    0.624247    0.000080    0.000053
   66.8080    0.624247    0.000079    0.000053
   66.8100    0.624247    0.000079    0.000053
   66.8120    0.624247    0.000079    0.000053
   66.8140    0.624247    0.000079    0.000053
   66.8160    0.624247    0.000079    0.000053
   66.8180    0.624247    0.000079    0.000053
   66.8200    0.624247    0.000079    0.000053
   66.8220    0.624247    0.000079    0.000053
   66.8240    0.624247    0.000079    0.000053
   66.8260    0.624247    0.000079    0.000053
   66.8280    0.624247    0.000079    0.000053
   66.8300    0.624247    0.000079    0.000053
   66.8320    0.624247    0.000079    0.000053
   66.8340    0.624247    0.000079    0.000053
   66.8360    0.624247    0.000079    0.000053
   66.8380    0.624247    0.000079    0.000053
   66.8400    0.624247    0.000079    0.000053
   66.8420    0.624247    0.000079    0.000053
   66.8440    0.624247    0.000079    0.000053
   66.8460    0.624246    0.000079    0.000053
   66.8480    0.624246    0.000079    0.000053
   66.8500    0.624246    0.000079    0.000053
   66.8520    0.624246    0.000079    0.000053
   66.8540    0.624246    0.000079    0.000053
   66.8560    0.624246    0.000079    0.000053
   66.8580    0.624246    0.000079    0.000053
   66.8600    0.624246    0.000079    0.000052
   66.8620    0.624246    0.000079    0.000052
   66.8640    0.624246    0.000079    0.000052
   66.8660    0.624246    0.000079    0.000052
   66.8680    0.624246    0.000079    0.000052
   66.8700    0.624246    0.000079    0.000052
   66.8720    0.624246    0.000079    0.000052
   66.8740    0.624246    0.000079    0.000052
   66.8760    0.624246    0.000078    0.000052
   66.8780    0.624246    0.000078    0.000052
   66.8800    0.624246    0.000078    0.000052
   66.8820    0.624246    0.000078    0.000052
   66.8840    0.624246    0.000078    0.000052
   66.8860    0.624246    0.000078    0.000052
   66.8880    0.624245    0.000078    0.000052
   66.8900    0.624245    0.000078    0.000052
   66.8920    0.624245    0.000078    0.000052
   66.8940    0.624245    0.000078    0.000052
   66.8960    0.624245    0.000078    0.000052
   66.8980    0.624245    0.000078    0.000052
   66.9000    0.624245    0.000078    0.000052
   66.9020    0.624245    0.000078    0.000052
   66.9040    0.624245    0.000078    0.000052
   66.9060    0.624245    0.000078    0.000052
   66.9080    0.624245    0.000078    0.000052
   66.9100    0.624245    0.000078    0.000052
   66.9120    0.624245    0.000078    0.000052
   66.9140    0.624245    0.000078    0.000052
   66.9160    0.624245    0.000078    0.000052
   66.9180    0.624245    0.000078    0.000052
   66.9200    0.624245    0.000078    0.000052
   66.9220    0.624245    0.000078    0.000052
   66.9240    0.624245    0.000078    0.000052
   66.9260    0.624245    0.000078    0.000052
   66.9280    0.624244    0.000078    0.000052
   66.9300    0.624244    0.000078    0.000052
   66.9320    0.624244    0.000078    0.000052
   66.9340    0.624244    0.000078    0.000052
   66.9360    0.624244    0.000078    0.000052
   66.9380    0.624244    0.000078    0.000052
   66.9400    0.624244    0.000078    0.000052
   66.9420    0.624244    0.000078    0.000052
   66.9440    0.624244    0.000077    0.000052
   66.9460    0.624244    0.000077    0.000052
   66.9480    0.624244    0.000077    0.000052
   66.9500    0.624244    0.000077    0.000052
   66.9520    0.624244    0.000077    0.000052
   66.9540    0.624244    0.000077    0.000052
   66.9560    0.624244    0.000077    0.000052
   66.9580    0.624244    0.000077    0.000052
   66.9600    0.624244    0.000077    0.000052
   66.9620    0.624244    0.000077    0.000051
   66.9640    0.624244    0.000077    0.000051
   66.9660    0.624244    0.000077    0.000051
   66.9680    0.624244    0.000077    0.000051
   66.9700    0.624243    0.000077    0.000051
   66.9720    0.624243    0.000077    0.000051
   66.9740    0.624243    0.000077    0.000051
   66.9760    0.624243    0.000077    0.000051
   66.9780    0.624243    0.000077    0.000051
   66.9800    0.624243    0.000077    0.000051
   66.9820    0.624243    0.000077    0.000051
   66.9840    0.624243    0.000077    0.000051
   66.9860    0.624243    0.000077    0.000051
   66.9880    0.624243    0.000077    0.000051
   66.9900    0.624243    0.000077    0.000051
   66.9920    0.624243    0.000077    0.000051
   66.9940    0.624243    0.000077    0.000051
   66.9960    0.624243    0.000077    0.000051
   66.9980    0.624243    0.000077    0.000051
   67.0000    0.624243    0.000077    0.000051
   67.0020    0.624243    0.000077    0.000051
   67.0040    0.624243    0.000077    0.000051
   67.0060    0.624243    0.000077    0.000051
   67.0080    0.624243    0.000077    0.000051
   67.0100    0.624243    0.000077    0.000051
   67.0120    0.624242    0.000077    0.000051
   67.0140    0.624242    0.000076    0.000051
   67.0160    0.624242    0.000076    0.000051
   67.0180    0.624242    0.000076    0.000051
   67.0200    0.624242    0.000076    0.000051
   67.0220    0.624242    0.000076    0.000051
   67.0240    0.624242    0.000076    0.000051
   67.0260    0.624242    0.000076    0.000051
   67.0280    0.624242    0.000076    0.000051
   67.0300    0.624242    0.000076    0.000051
   67.0320    0.624242    0.000076    0.000051
   67.0340    0.624242    0.000076    0.000051
   67.0360    0.624242    0.000076    0.000051
   67.0380    0.624242    0.000076    0.000051
   67.0400    0.624242    0.000076    0.000051
   67.0420    0.624242    0.000076    0.000051
   67.0440    0.624242    0.000076    0.000051
   67.0460    0.624242    0.000076    0.000051
   67.0480    0.624242    0.000076    0.000051
   67.0500    0.624242    0.000076    0.000051
   67.0520    0.624242    0.000076    0.000051
   67.0540    0.624241    0.000076    0.000051
   67.0560    0.624241    0.000076    0.000051
   67.0580    0.624241    0.000076    0.000051
   67.0600    0.624241    0.000076    0.000051
   67.0620    0.624241    0.000076    0.000051
   67.0640    0.624241    0.000076    0.000051
   67.0660    0.624241    0.000076    0.000050
   67.0680    0.624241    0.000076    0.000050
   67.0700    0.624241    0.000076    0.000050
   67.0720    0.624241    0.000076    0.000050
   67.0740    0.624241    0.000076    0.000050
   67.0760    0.624241    0.000076    0.000050
   67.0780    0.624241    0.000076    0.000050
   67.0800    0.624241    0.000076    0.000050
   67.0820    0.624241    0.000076    0.000050
   67.0840    0.624241    0.000075    0.000050
   67.0860    0.624241    0.000075    0.000050
   67.0880    0.624241    0.000075    0.000050
   67.0900    0.624241    0.000075    0.000050
   67.0920    0.624241    0.000075    0.000050
   67.0940    0.624241    0.000075    0.000050
   67.0960    0.624240    0.000075    0.000050
   67.0980    0.624240    0.000075    0.000050
   67.1000    0.624240    0.000075    0.000050
   67.1020    0.624240    0.000075    0.000050
   67.1040    0.624240    0.000075    0.000050
   67.1060    0.624240    0.000075    0.000050
   67.1080    0.624240    0.000075    0.000050
   67.1100    0.624240    0.000075    0.000050
   67.1120    0.624240    0.000075    0.000050
   67.1140    0.624240    0.000075    0.000050
   67.1160    0.624240    0.000075    0.000050
   67.1180    0.624240    0.000075    0.000050
   67.1200    0.624240    0.000075    0.000050
   67.1220    0.624240    0.000075    0.000050
   67.1240    0.624240    0.000075    0.000050
   67.1260    0.624240    0.000075    0.000050
   67.1280    0.624240    0.000075    0.000050
   67.1300    0.624240    0.000075    0.000050
   67.1320    0.624240    0.000075    0.000050
   67.1340    0.624240    0.000075    0.000050
   67.1360    0.624240    0.000075    0.000050
   67.1380    0.624239    0.000075    0.000050
   67.1400    0.624239    0.000075    0.000050
   67.1420    0.624239    0.000075    0.000050
   67.1440    0.624239    0.000075    0.000050
   67.1460    0.624239    0.000075    0.000050
   67.1480    0.624239    0.000075    0.000050
   67.1500    0.624239    0.000075    0.000050
   67.1520    0.624239    0.000075    0.000050
   67.1540    0.624239    0.000074    0.000050
   67.1560    0.624239    0.000074    0.000050
   67.1580    0.624239    0.000074    0.000050
   67.1600    0.624239    0.000074    0.000050
   67.1620    0.624239    0.000074    0.000050
   67.1640    0.624239    0.000074    0.000050
   67.1660    0.624239    0.000074    0.000050
   67.1680    0.624239    0.000074    0.000050
   67.1700    0.624239    0.000074    0.000050
   67.1720    0.624239    0.000074    0.000049
   67.1740    0.624239    0.000074    0.000049
   67.1760    0.624239    0.000074    0.000049
   67.1780    0.624239    0.000074    0.000049
   67.1800    0.624239    0.000074    0.000049
   67.1820    0.624238    0.000074    0.000049
   67.1840    0.624238    0.000074    0.000049
   67.1860    0.624238    0.000074    0.000049
   67.1880    0.624238    0.000074    0.000049
   67.1900    0.624238    0.000074    0.000049
   67.1920    0.624238    0.000074    0.000049
   67.1940    0.624238    0.000074    0.000049
   67.1960    0.624238    0.000074    0.000049
   67.1980    0.624238    0.000074    0.000049
   67.2000    0.624238    0.000074    0.000049
   67.2020    0.624238    0.000074    0.000049
   67.2040    0.624238    0.000074    0.000049
   67.2060    0.624238    0.000074    0.000049
   67.2080    0.624238    0.000074    0.000049
   67.2100    0.624238    0.000074    0.000049
   67.2120    0.624238    0.000074    0.000049
   67.2140    0.624238    0.000074    0.000049
   67.2160    0.624238    0.000074    0.000049
   67.2180    0.624238    0.000074    0.000049
   67.2200    0.624238    0.000074    0.000049
   67.2220    0.624238    0.000074    0.000049
   67.2240    0.624238    0.000074    0.000049
   67.2260    0.624237    0.000073    0.000049
   67.2280    0.624237    0.000073    0.000049
   67.2300    0.624237    0.000073    0.000049
   67.2320    0.624237    0.000073    0.000049
   67.2340    0.624237    0.000073    0.000049
   67.2360    0.624237    0.000073    0.000049
   67.2380    0.624237    0.000073    0.000049
   67.2400    0.624237    0.000073    0.000049
   67.2420    0.624237    0.000073    0.000049
   67.2440    0.624237    0.000073    0.000049
   67.2460    0.624237    0.000073    0.000049
   67.2480    0.624237    0.000073    0.000049
   67.2500    0.624237    0.000073    0.000049
   67.2520    0.624237    0.000073    0.000049
   67.2540    0.624237    0.000073    0.000049
   67.2560    0.624237    0.000073    0.000049
   67.2580    0.624237    0.000073    0.000049
   67.2600    0.624237    0.000073    0.000049
   67.2620    0.624237    0.000073    0.000049
   67.2640    0.624237    0.000073    0.000049
   67.2660    0.624237    0.000073    0.000049
   67.2680    0.624236    0.000073    0.000049
   67.2700    0.624236    0.000073    0.000049
   67.2720    0.624236    0.000073    0.000049
   67.2740    0.624236    0.000073    0.000049
   67.2760    0.624236    0.000073    0.000049
   67.2780    0.624236    0.000073    0.000049
   67.2800    0.624236    0.000073    0.000049
   67.2820    0.624236    0.000073    0.000048
   67.2840    0.624236    0.000073    0.000048
   67.2860    0.624236    0.000073    0.000048
   67.2880    0.624236    0.000073    0.000048
   67.2900    0.624236    0.000073    0.000048
   67.2920    0.624236    0.000073    0.000048
   67.2940    0.624236    0.000073    0.000048
   67.2960    0.624236    0.000073    0.000048
   67.2980    0.624236    0.000073    0.000048
   67.3000    0.624236    0.000072    0.000048
   67.3020    0.624236    0.000072    0.000048
   67.3040    0.624236    0.000072    0.000048
   67.3060    0.624236    0.000072    0.000048
   67.3080    0.624236    0.000072    0.000048
   67.3100    0.624236    0.000072    0.000048
   67.3120    0.624236    0.000072    0.000048
   67.3140    0.624235    0.000072    0.000048
   67.3160    0.624235    0.000072    0.000048
   67.3180    0.624235    0.000072    0.000048
   67.3200    0.624235    0.000072    0.000048
   67.3220    0.624235    0.000072    0.000048
   67.3240    0.624235    0.000072    0.000048
   67.3260    0.624235    0.000072    0.000048
   67.3280    0.624235    0.000072    0.000048
   67.3300    0.624235    0.000072    0.000048
   67.3320    0.624235    0.000072    0.000048
   67.3340    0.624235    0.000072    0.000048
   67.3360    0.624235    0.000072    0.000048
   67.3380    0.624235    0.000072    0.000048
   67.3400    0.624235    0.000072    0.000048
   67.3420    0.624235    0.000072    0.000048
   67.3440    0.624235    0.000072    0.000048
   67.3460    0.624235    0.000072    0.000048
   67.3480    0.624235    0.000072    0.000048
   67.3500    0.624235    0.000072    0.000048
   67.3520    0.624235    0.000072    0.000048
   67.3540    0.624235    0.000072    0.000048
   67.3560    0.624235    0.000072    0.000048
   67.3580    0.624234    0.000072    0.000048
   67.3600    0.624234    0.000072    0.000048
   67.3620    0.624234    0.000072    0.000048
   67.3640    0.624234    0.000072    0.000048
   67.3660    0.624234    0.000072    0.000048
   67.3680    0.624234    0.000072    0.000048
   67.3700    0.624234    0.000072    0.000048
   67.3720    0.624234    0.000072    0.000048
   67.3740    0.624234    0.000071    0.000048
   67.3760    0.624234    0.000071    0.000048
   67.3780    0.624234    0.000071    0.000048
   67.3800    0.624234    0.000071    0.000048
   67.3820    0.624234    0.000071    0.000048
   67.3840    0.624234    0.000071    0.000048
   67.3860    0.624234    0.000071    0.000048
   67.3880    0.624234    0.000071    0.000048
   67.3900    0.624234    0.000071    0.000048
   67.3920    0.624234    0.000071    0.000047
   67.3940    0.624234    0.000071    0.000047
   67.3960    0.624234    0.000071    0.000047
   67.3980    0.624234    0.000071    0.000047
   67.4000    0.624234    0.000071    0.000047
   67.4020    0.624233    0.000071    0.000047
   67.4040    0.624233    0.000071    0.000047
   67.4060    0.624233    0.000071    0.000047
   67.4080    0.624233    0.000071    0.000047
   67.4100    0.624233    0.000071    0.000047
   67.4120    0.624233    0.000071    0.000047
   67.4140    0.624233    0.000071    0.000047
   67.4160    0.624233    0.000071    0.000047
   67.4180    0.624233    0.000071    0.000047
   67.4200    0.624233    0.000071    0.000047
   67.4220    0.624233    0.000071    0.000047
   67.4240    0.624233    0.000071    0.000047
   67.4260    0.624233    0.000071    0.000047
   67.4280    0.624233    0.000071    0.000047
   67.4300    0.624233    0.000071    0.000047
   67.4320    0.624233    0.000071    0.000047
   67.4340    0.624233    0.000071    0.000047
   67.4360    0.624233    0.000071    0.000047
   67.4380    0.624233    0.000071    0.000047
   67.4400    0.624233    0.000071    0.000047
   67.4420    0.624233    0.000071    0.000047
   67.4440    0.624233    0.000071    0.000047
   67.4460    0.624233    0.000071    0.000047
   67.4480    0.624232    0.000070    0.000047
   67.4500    0.624232    0.000070    0.000047
   67.4520    0.624232    0.000070    0.000047
   67.4540    0.624232    0.000070    0.000047
   67.4560    0.624232    0.000070    0.000047
   67.4580    0.624232    0.000070    0.000047
   67.4600    0.624232    0.000070    0.000047
   67.4620    0.624232    0.000070    0.000047
   67.4640    0.624232    0.000070    0.000047
   67.4660    0.624232    0.000070    0.000047
   67.4680    0.624232    0.000070    0.000047
   67.4700    0.624232    0.000070    0.000047
   67.4720    0.624232    0.000070    0.000047
   67.4740    0.624232    0.000070    0.000047
   67.4760    0.624232    0.000070    0.000047
   67.4780    0.624232    0.000070    0.000047
   67.4800    0.624232    0.000070    0.000047
   67.4820    0.624232    0.000070    0.000047
   67.4840    0.624232    0.000070    0.000047
   67.4860    0.624232    0.000070    0.000047
   67.4880    0.624232    0.000070    0.000047
   67.4900    0.624232    0.000070    0.000047
   67.4920    0.624232    0.000070    0.000047
   67.4940    0.624231    0.000070    0.000047
   67.4960    0.624231    0.000070    0.000047
   67.4980    0.624231    0.000070    0.000047
   67.5000    0.624231    0.000070    0.000047
   67.5020    0.624231    0.000070    0.000047
   67.5040    0.624231    0.000070    0.000047
   67.5060    0.624231    0.000070    0.000046
   67.5080    0.624231    0.000070    0.000046
   67.5100    0.624231    0.000070    0.000046
   67.5120    0.624231    0.000070    0.000046
   67.5140    0.624231    0.000070    0.000046
   67.5160    0.624231    0.000070    0.000046
   67.5180    0.624231    0.000070    0.000046
   67.5200    0.624231    0.000070    0.000046
   67.5220    0.624231    0.000070    0.000046
   67.5240    0.624231    0.000069    0.000046
   67.5260    0.624231    0.000069    0.000046
   67.5280    0.624231    0.000069    0.000046
   67.5300    0.624231    0.000069    0.000046
   67.5320    0.624231    0.000069    0.000046
   67.5340    0.624231    0.000069    0.000046
   67.5360    0.624231    0.000069    0.000046
   67.5380    0.624231    0.000069    0.000046
   67.5400    0.624230    0.000069    0.000046
   67.5420    0.624230    0.000069    0.000046
   67.5440    0.624230    0.000069    0.000046
   67.5460    0.624230    0.000069    0.000046
   67.5480    0.624230    0.000069    0.000046
   67.5500    0.624230    0.000069    0.000046
   67.5520    0.624230    0.000069    0.000046
   67.5540    0.624230    0.000069    0.000046
   67.5560    0.624230    0.000069    0.000046
   67.5580    0.624230    0.000069    0.000046
   67.5600    0.624230    0.000069    0.000046
   67.5620    0.624230    0.000069    0.000046
   67.5640    0.624230    0.000069    0.000046
   67.5660    0.624230    0.000069    0.000046
   67.5680    0.624230    0.000069    0.000046
   67.5700    0.624230    0.000069    0.000046
   67.5720    0.624230    0.000069    0.000046
   67.5740    0.624230    0.000069    0.000046
   67.5760    0.624230    0.000069    0.000046
   67.5780    0.624230    0.000069    0.000046
   67.5800    0.624230    0.000069    0.000046
   67.5820    0.624230    0.000069    0.000046
   67.5840    0.624230    0.000069    0.000046
   67.5860    0.624229    0.000069    0.000046
   67.5880    0.624229    0.000069    0.000046
   67.5900    0.624229    0.000069    0.000046
   67.5920    0.624229    0.000069    0.000046
   67.5940    0.624229    0.000069    0.000046
   67.5960    0.624229    0.000069    0.000046
   67.5980    0.624229    0.000069    0.000046
   67.6000    0.624229    0.000069    0.000046
   67.6020    0.624229    0.000068    0.000046
   67.6040    0.624229    0.000068    0.000046
   67.6060    0.624229    0.000068    0.000046
   67.6080    0.624229    0.000068    0.000046
   67.6100    0.624229    0.000068    0.000046
   67.6120    0.624229    0.000068    0.000046
   67.6140    0.624229    0.000068    0.000046
   67.6160    0.624229    0.000068    0.000046
   67.6180    0.624229    0.000068    0.000046
   67.6200    0.624229    0.000068    0.000045
   67.6220    0.624229    0.000068    0.000045
   67.6240    0.624229    0.000068    0.000045
   67.6260    0.624229    0.000068    0.000045
   67.6280    0.624229    0.000068    0.000045
   67.6300    0.624229    0.000068    0.000045
   67.6320    0.624228    0.000068    0.000045
   67.6340    0.624228    0.000068    0.000045
   67.6360    0.624228    0.000068    0.000045
   67.6380    0.624228    0.000068    0.000045
   67.6400    0.624228    0.000068    0.000045
   67.6420    0.624228    0.000068    0.000045
   67.6440    0.624228    0.000068    0.000045
   67.6460    0.624228    0.000068    0.000045
   67.6480    0.624228    0.000068    0.000045
   67.6500    0.624228    0.000068    0.000045
   67.6520    0.624228    0.000068    0.000045
   67.6540    0.624228    0.000068    0.000045
   67.6560    0.624228    0.000068    0.000045
   67.6580    0.624228    0.000068    0.000045
   67.6600    0.624228    0.000068    0.000045
   67.6620    0.624228    0.000068    0.000045
   67.6640    0.624228    0.000068    0.000045
   67.6660    0.624228    0.000068    0.000045
   67.6680    0.624228    0.000068    0.000045
   67.6700    0.624228    0.000068    0.000045
   67.6720    0.624228    0.000068    0.000045
   67.6740    0.624228    0.000068    0.000045
   67.6760    0.624228    0.000068    0.000045
   67.6780    0.624228    0.000068    0.000045
   67.6800    0.624227    0.000067    0.000045
   67.6820    0.624227    0.000067    0.000045
   67.6840    0.624227    0.000067    0.000045
   67.6860    0.624227    0.000067    0.000045
   67.6880    0.624227    0.000067    0.000045
   67.6900    0.624227    0.000067    0.000045
   67.6920    0.624227    0.000067    0.000045
   67.6940    0.624227    0.000067    0.000045
   67.6960    0.624227    0.000067    0.000045
   67.6980    0.624227    0.000067    0.000045
   67.7000    0.624227    0.000067    0.000045
   67.7020    0.624227    0.000067    0.000045
   67.7040    0.624227    0.000067    0.000045
   67.7060    0.624227    0.000067    0.000045
   67.7080    0.624227    0.000067    0.000045
   67.7100    0.624227    0.000067    0.000045
   67.7120    0.624227    0.000067    0.000045
   67.7140    0.624227    0.000067    0.000045
   67.7160    0.624227    0.000067    0.000045
   67.7180    0.624227    0.000067    0.000045
   67.7200    0.624227    0.000067    0.000045
   67.7220    0.624227    0.000067    0.000045
   67.7240    0.624227    0.000067    0.000045
   67.7260    0.624227    0.000067    0.000045
   67.7280    0.624226    0.000067    0.000045
   67.7300    0.624226    0.000067    0.000045
   67.7320    0.624226    0.000067    0.000045
   67.7340    0.624226    0.000067    0.000045
   67.7360    0.624226    0.000067    0.000045
   67.7380    0.624226    0.000067    0.000045
   67.7400    0.624226    0.000067    0.000044
   67.7420    0.624226    0.000067    0.000044
   67.7440    0.624226    0.000067    0.000044
   67.7460    0.624226    0.000067    0.000044
   67.7480    0.624226    0.000067    0.000044
   67.7500    0.624226    0.000067    0.000044
   67.7520    0.624226    0.000067    0.000044
   67.7540    0.624226    0.000067    0.000044
   67.7560    0.624226    0.000067    0.000044
   67.7580    0.624226    0.000067    0.000044
   67.7600    0.624226    0.000066    0.000044
   67.7620    0.624226    0.000066    0.000044
   67.7640    0.624226    0.000066    0.000044
   67.7660    0.624226    0.000066    0.000044
   67.7680    0.624226    0.000066    0.000044
   67.7700    0.624226    0.000066    0.000044
   67.7720    0.624226    0.000066    0.000044
   67.7740    0.624226    0.000066    0.000044
   67.7760    0.624225    0.000066    0.000044
   67.7780    0.624225    0.000066    0.000044
   67.7800    0.624225    0.000066    0.000044
   67.7820    0.624225    0.000066    0.000044
   67.7840    0.624225    0.000066    0.000044
   67.7860    0.624225    0.000066    0.000044
   67.7880    0.624225    0.000066    0.000044
   67.7900    0.624225    0.000066    0.000044
   67.7920    0.624225    0.000066    0.000044
   67.7940    0.624225    0.000066    0.000044
   67.7960    0.624225    0.000066    0.000044
   67.7980    0.624225    0.000066    0.000044
   67.8000    0.624225    0.000066    0.000044
   67.8020    0.624225    0.000066    0.000044
   67.8040    0.624225    0.000066    0.000044
   67.8060    0.624225    0.000066    0.000044
   67.8080    0.624225    0.000066    0.000044
   67.8100    0.624225    0.000066    0.000044
   67.8120    0.624225    0.000066    0.000044
   67.8140    0.624225    0.000066    0.000044
   67.8160    0.624225    0.000066    0.000044
   67.8180    0.624225    0.000066    0.000044
   67.8200    0.624225    0.000066    0.000044
   67.8220    0.624225    0.000066    0.000044
   67.8240    0.624224    0.000066    0.000044
   67.8260    0.624224    0.000066    0.000044
   67.8280    0.624224    0.000066    0.000044
   67.8300    0.624224    0.000066    0.000044
   67.8320    0.624224    0.000066    0.000044
   67.8340    0.624224    0.000066    0.000044
   67.8360    0.624224    0.000066    0.000044
   67.8380    0.624224    0.000066    0.000044
   67.8400    0.624224    0.000065    0.000044
   67.8420    0.624224    0.000065    0.000044
   67.8440    0.624224    0.000065    0.000044
   67.8460    0.624224    0.000065    0.000044
   67.8480    0.624224    0.000065    0.000044
   67.8500    0.624224    0.000065    0.000044
   67.8520    0.624224    0.000065    0.000044
   67.8540    0.624224    0.000065    0.000044
   67.8560    0.624224    0.000065    0.000044
   67.8580    0.624224    0.000065    0.000044
   67.8600    0.624224    0.000065    0.000043
   67.8620    0.624224    0.000065    0.000043
   67.8640    0.624224    0.000065    0.000043
   67.8660    0.624224    0.000065    0.000043
   67.8680    0.624224    0.000065    0.000043
   67.8700    0.624224    0.000065    0.000043
   67.8720    0.624224    0.000065    0.000043
   67.8740    0.624223    0.000065    0.000043
   67.8760    0.624223    0.000065    0.000043
   67.8780    0.624223    0.000065    0.000043
   67.8800    0.624223    0.000065    0.000043
   67.8820    0.624223    0.000065    0.000043
   67.8840    0.624223    0.000065    0.000043
   67.8860    0.624223    0.000065    0.000043
   67.8880    0.624223    0.000065    0.000043
   67.8900    0.624223    0.000065    0.000043
   67.8920    0.624223    0.000065    0.000043
   67.8940    0.624223    0.000065    0.000043
   67.8960    0.624223    0.000065    0.000043
   67.8980    0.624223    0.000065    0.000043
   67.9000    0.624223    0.000065    0.000043
   67.9020    0.624223    0.000065    0.000043
   67.9040    0.624223    0.000065    0.000043
   67.9060    0.624223    0.000065    0.000043
   67.9080    0.624223    0.000065    0.000043
   67.9100    0.624223    0.000065    0.000043
   67.9120    0.624223    0.000065    0.000043
   67.9140    0.624223    0.000065    0.000043
   67.9160    0.624223    0.000065    0.000043
   67.9180    0.624223    0.000065    0.000043
   67.9200    0.624223    0.000065    0.000043
   67.9220    0.624222    0.000064    0.000043
   67.9240    0.624222    0.000064    0.000043
   67.9260    0.624222    0.000064    0.000043
   67.9280    0.624222    0.000064    0.000043
   67.9300    0.624222    0.000064    0.000043
   67.9320    0.624222    0.000064    0.000043
   67.9340    0.624222    0.000064    0.000043
   67.9360    0.624222    0.000064    0.000043
   67.9380    0.624222    0.000064    0.000043
   67.9400    0.624222    0.000064    0.000043
   67.9420    0.624222    0.000064    0.000043
   67.9440    0.624222    0.000064    0.000043
   67.9460    0.624222    0.000064    0.000043
   67.9480    0.624222    0.000064    0.000043
   67.9500    0.624222    0.000064    0.000043
   67.9520    0.624222    0.000064    0.000043
   67.9540    0.624222    0.000064    0.000043
   67.9560    0.624222    0.000064    0.000043
   67.9580    0.624222    0.000064    0.000043
   67.9600    0.624222    0.000064    0.000043
   67.9620    0.624222    0.000064    0.000043
   67.9640    0.624222    0.000064    0.000043
   67.9660    0.624222    0.000064    0.000043
   67.9680    0.624222    0.000064    0.000043
   67.9700    0.624222    0.000064    0.000043
   67.9720    0.624221    0.000064    0.000043
   67.9740    0.624221    0.000064    0.000043
   67.9760    0.624221    0.000064    0.000043
   67.9780    0.624221    0.000064    0.000043
   67.9800    0.624221    0.000064    0.000043
   67.9820    0.624221    0.000064    0.000043
   67.9840    0.624221    0.000064    0.000042
   67.9860    0.624221    0.000064    0.000042
   67.9880    0.624221    0.000064    0.000042
   67.9900    0.624221    0.000064    0.000042
   67.9920    0.624221    0.000064    0.000042
   67.9940    0.624221    0.000064    0.000042
   67.9960    0.624221    0.000064    0.000042
   67.9980    0.624221    0.000064    0.000042
   68.0000    0.624221    0.000064    0.000042
   68.0020    0.624221    0.000064    0.000042
   68.0040    0.624221    0.000063    0.000042
   68.0060    0.624221    0.000063    0.000042
   68.0080    0.624221    0.000063    0.000042
   68.0100    0.624221    0.000063    0.000042
   68.0120    0.624221    0.000063    0.000042
   68.0140    0.624221    0.000063    0.000042
   68.0160    0.624221    0.000063    0.000042
   68.0180    0.624221    0.000063    0.000042
   68.0200    0.624221    0.000063    0.000042
   68.0220    0.624221    0.000063    0.000042
   68.0240    0.624220    0.000063    0.000042
   68.0260    0.624220    0.000063    0.000042
   68.0280    0.624220    0.000063    0.000042
   68.0300    0.624220    0.000063    0.000042
   68.0320    0.624220    0.000063    0.000042
   68.0340    0.624220    0.000063    0.000042
   68.0360    0.624220    0.000063    0.000042
   68.0380    0.624220    0.000063    0.000042
   68.0400    0.624220    0.000063    0.000042
   68.0420    0.624220    0.000063    0.000042
   68.0440    0.624220    0.000063    0.000042
   68.0460    0.624220    0.000063    0.000042
   68.0480    0.624220    0.000063    0.000042
   68.0500    0.624220    0.000063    0.000042
   68.0520    0.624220    0.000063    0.000042
   68.0540    0.624220    0.000063    0.000042
   68.0560    0.624220    0.000063    0.000042
   68.0580    0.624220    0.000063    0.000042
   68.0600    0.624220    0.000063    0.000042
   68.0620    0.624220    0.000063    0.000042
   68.0640    0.624220    0.000063    0.000042
   68.0660    0.624220    0.000063    0.000042
   68.0680    0.624220    0.000063    0.000042
   68.0700    0.624220    0.000063    0.000042
   68.0720    0.624220    0.000063    0.000042
   68.0740    0.624219    0.000063    0.000042
   68.0760    0.624219    0.000063    0.000042
   68.0780    0.624219    0.000063    0.000042
   68.0800    0.624219    0.000063    0.000042
   68.0820    0.624219    0.000063    0.000042
   68.0840    0.624219    0.000063    0.000042
   68.0860    0.624219    0.000063    0.000042
   68.0880    0.624219    0.000063    0.000042
   68.0900    0.624219    0.000062    0.000042
   68.0920    0.624219    0.000062    0.000042
   68.0940    0.624219    0.000062    0.000042
   68.0960    0.624219    0.000062    0.000042
   68.0980    0.624219    0.000062    0.000042
   68.1000    0.624219    0.000062    0.000042
   68.1020    0.624219    0.000062    0.000042
   68.1040    0.624219    0.000062    0.000042
   68.1060    0.624219    0.000062    0.000042
   68.1080    0.624219    0.000062    0.000042
   68.1100    0.624219    0.000062    0.000041
   68.1120    0.624219    0.000062    0.000041
   68.1140    0.624219    0.000062    0.000041
   68.1160    0.624219    0.000062    0.000041
   68.1180    0.624219    0.000062    0.000041
   68.1200    0.624219    0.000062    0.000041
   68.1220    0.624219    0.000062    0.000041
   68.1240    0.624219    0.000062    0.000041
   68.1260    0.624218    0.000062    0.000041
   68.1280    0.624218    0.000062    0.000041
   68.1300    0.624218    0.000062    0.000041
