!    time (d)     u          v      prev (=I0/S0)
   30.1300    0.001351    1.089927    0.108993
   30.1400    0.001349    1.088839    0.108884
   30.1500    0.001348    1.087752    0.108775
   30.1600    0.001346    1.086667    0.108667
   30.1700    0.001345    1.085582    0.108558
   30.1800    0.001343    1.084498    0.108450
   30.1900    0.001342    1.083416    0.108342
   30.2000    0.001340    1.082334    0.108233
   30.2100    0.001339    1.081254    0.108125
   30.2200    0.001338    1.080175    0.108017
   30.2300    0.001336    1.079097    0.107910
   30.2400    0.001335    1.078019    0.107802
   30.2500    0.001333    1.076943    0.107694
   30.2600    0.001332    1.075868    0.107587
   30.2700    0.001330    1.074795    0.107479
   30.2800    0.001329    1.073722    0.107372
   30.2900    0.001328    1.072650    0.107265
   30.3000    0.001326    1.071579    0.107158
   30.3100    0.001325    1.070510    0.107051
   30.3200    0.001323    1.069441    0.106944
   30.3300    0.001322    1.068374    0.106837
   30.3400    0.001320    1.067307    0.106731
   30.3500    0.001319    1.066242    0.106624
   30.3600    0.001318    1.065178    0.106518
   30.3700    0.001316    1.064114    0.106411
   30.3800    0.001315    1.063052    0.106305
   30.3900    0.001313    1.061991    0.106199
   30.4000    0.001312    1.060931    0.106093
   30.4100    0.001311    1.059872    0.105987
   30.4200    0.001309    1.058814    0.105881
   30.4300    0.001308    1.057757    0.105776
   30.4400    0.001306    1.056701    0.105670
   30.4500    0.001305    1.055646    0.105565
   30.4600    0.001304    1.054593    0.105459
   30.4700    0.001302    1.053540    0.105354
   30.4800    0.001301    1.052488    0.105249
   30.4900    0.001300    1.051438    0.105144
   30.5000    0.001298    1.050388    0.105039
   30.5100    0.001297    1.049340    0.104934
   30.5200    0.001296    1.048292    0.104829
   30.5300    0.001294    1.047246    0.104725
   30.5400    0.001293    1.046200    0.104620
   30.5500    0.001291    1.045156    0.104516
   30.5600    0.001290    1.044113    0.104411
   30.5700    0.001289    1.043071    0.104307
   30.5800    0.001287    1.042029    0.104203
   30.5900    0.001286    1.040989    0.104099
   30.6000    0.001285    1.039950    0.103995
   30.6100    0.001283    1.038912    0.103891
   30.6200    0.001282    1.037875    0.103787
   30.6300    0.001281    1.036839    0.103684
   30.6400    0.001279    1.035804    0.103580
   30.6500    0.001278    1.034770    0.103477
   30.6600    0.001277    1.033737    0.103374
   30.6700    0.001275    1.032705    0.103271
   30.6800    0.001274    1.031674    0.103167
   30.6900    0.001273    1.030644    0.103064
   30.7000    0.001272    1.029616    0.102962
   30.7100    0.001270    1.028588    0.102859
   30.7200    0.001269    1.027561    0.102756
   30.7300    0.001268    1.026535    0.102654
   30.7400    0.001266    1.025511    0.102551
   30.7500    0.001265    1.024487    0.102449
   30.7600    0.001264    1.023464    0.102346
   30.7700    0.001262    1.022442    0.102244
   30.7800    0.001261    1.021422    0.102142
   30.7900    0.001260    1.020402    0.102040
   30.8000    0.001259    1.019384    0.101938
   30.8100    0.001257    1.018366    0.101837
   30.8200    0.001256    1.017349    0.101735
   30.8300    0.001255    1.016334    0.101633
   30.8400    0.001253    1.015319    0.101532
   30.8500    0.001252    1.014306    0.101431
   30.8600    0.001251    1.013293    0.101329
   30.8700    0.001250    1.012282    0.101228
   30.8800    0.001248    1.011271    0.101127
   30.8900    0.001247    1.010262    0.101026
   30.9000    0.001246    1.009253    0.100925
   30.9100    0.001245    1.008246    0.100825
   30.9200    0.001243    1.007239    0.100724
   30.9300    0.001242    1.006234    0.100623
   30.9400    0.001241    1.005229    0.100523
   30.9500    0.001240    1.004226    0.100423
   30.9600    0.001238    1.003223    0.100322
   30.9700    0.001237    1.002222    0.100222
   30.9800    0.001236    1.001221    0.100122
   30.9900    0.001235    1.000222    0.100022
   31.0000    0.001233    0.999223    0.099922
   31.0100    0.001232    0.998226    0.099823
   31.0200    0.001231    0.997229    0.099723
   31.0300    0.001230    0.996234    0.099623
   31.0400    0.001229    0.995239    0.099524
   31.0500    0.001227    0.994246    0.099425
   31.0600    0.001226    0.993253    0.099325
   31.0700    0.001225    0.992262    0.099226
   31.0800    0.001224    0.991271    0.099127
   31.0900    0.001222    0.990282    0.099028
   31.1000    0.001221    0.989293    0.098929
   31.1100    0.001220    0.988305    0.098831
   31.1200    0.001219    0.987319    0.098732
   31.1300    0.001218    0.986333    0.098633
   31.1400    0.001216    0.985349    0.098535
   31.1500    0.001215    0.984365    0.098436
   31.1600    0.001214    0.983382    0.098338
   31.1700    0.001213    0.982401    0.098240
   31.1800    0.001212    0.981420    0.098142
   31.1900    0.001210    0.980440    0.098044
   31.2000    0.001209    0.979461    0.097946
   31.2100    0.001208    0.978484    0.097848
   31.2200    0.001207    0.977507    0.097751
   31.2300    0.001206    0.976531    0.097653
   31.2400    0.001205    0.975556    0.097556
   31.2500    0.001203    0.974582    0.097458
   31.2600    0.001202    0.973609    0.097361
   31.2700    0.001201    0.972637    0.097264
   31.2800    0.001200    0.971666    0.097167
   31.2900    0.001199    0.970696    0.097070
   31.3000    0.001198    0.969727    0.096973
   31.3100    0.001196    0.968759    0.096876
   31.3200    0.001195    0.967792    0.096779
   31.3300    0.001194    0.966826    0.096683
   31.3400    0.001193    0.965861    0.096586
   31.3500    0.001192    0.964896    0.096490
   31.3600    0.001191    0.963933    0.096393
   31.3700    0.001189    0.962971    0.096297
   31.3800    0.001188    0.962009    0.096201
   31.3900    0.001187    0.961049    0.096105
   31.4000    0.001186    0.960090    0.096009
   31.4100    0.001185    0.959131    0.095913
   31.4200    0.001184    0.958174    0.095817
   31.4300    0.001183    0.957217    0.095722
   31.4400    0.001181    0.956262    0.095626
   31.4500    0.001180    0.955307    0.095531
   31.4600    0.001179    0.954353    0.095435
   31.4700    0.001178    0.953400    0.095340
   31.4800    0.001177    0.952449    0.095245
   31.4900    0.001176    0.951498    0.095150
   31.5000    0.001175    0.950548    0.095055
   31.5100    0.001174    0.949599    0.094960
   31.5200    0.001173    0.948651    0.094865
   31.5300    0.001171    0.947704    0.094770
   31.5400    0.001170    0.946758    0.094676
   31.5500    0.001169    0.945813    0.094581
   31.5600    0.001168    0.944868    0.094487
   31.5700    0.001167    0.943925    0.094392
   31.5800    0.001166    0.942983    0.094298
   31.5900    0.001165    0.942041    0.094204
   31.6000    0.001164    0.941101    0.094110
   31.6100    0.001163    0.940161    0.094016
   31.6200    0.001162    0.939223    0.093922
   31.6300    0.001160    0.938285    0.093828
   31.6400    0.001159    0.937348    0.093735
   31.6500    0.001158    0.936412    0.093641
   31.6600    0.001157    0.935478    0.093548
   31.6700    0.001156    0.934544    0.093454
   31.6800    0.001155    0.933611    0.093361
   31.6900    0.001154    0.932679    0.093268
   31.7000    0.001153    0.931747    0.093175
   31.7100    0.001152    0.930817    0.093082
   31.7200    0.001151    0.929888    0.092989
   31.7300    0.001150    0.928960    0.092896
   31.7400    0.001149    0.928032    0.092803
   31.7500    0.001148    0.927106    0.092711
   31.7600    0.001146    0.926180    0.092618
   31.7700    0.001145    0.925255    0.092526
   31.7800    0.001144    0.924332    0.092433
   31.7900    0.001143    0.923409    0.092341
   31.8000    0.001142    0.922487    0.092249
   31.8100    0.001141    0.921566    0.092157
   31.8200    0.001140    0.920646    0.092065
   31.8300    0.001139    0.919727    0.091973
   31.8400    0.001138    0.918809    0.091881
   31.8500    0.001137    0.917891    0.091789
   31.8600    0.001136    0.916975    0.091697
   31.8700    0.001135    0.916059    0.091606
   31.8800    0.001134    0.915145    0.091514
   31.8900    0.001133    0.914231    0.091423
   31.9000    0.001132    0.913318    0.091332
   31.9100    0.001131    0.912407    0.091241
   31.9200    0.001130    0.911496    0.091150
   31.9300    0.001129    0.910586    0.091059
   31.9400    0.001128    0.909677    0.090968
   31.9500    0.001127    0.908768    0.090877
   31.9600    0.001126    0.907861    0.090786
   31.9700    0.001125    0.906955    0.090695
   31.9800    0.001124    0.906049    0.090605
   31.9900    0.001123    0.905145    0.090514
   32.0000    0.001122    0.904241    0.090424
   32.0100    0.001121    0.903338    0.090334
   32.0200    0.001120    0.902436    0.090244
   32.0300    0.001119    0.901535    0.090154
   32.0400    0.001117    0.900635    0.090064
   32.0500    0.001116    0.899736    0.089974
   32.0600    0.001115    0.898838    0.089884
   32.0700    0.001114    0.897940    0.089794
   32.0800    0.001113    0.897044    0.089704
   32.0900    0.001112    0.896148    0.089615
   32.1000    0.001111    0.895254    0.089525
   32.1100    0.001110    0.894360    0.089436
   32.1200    0.001110    0.893467    0.089347
   32.1300    0.001109    0.892575    0.089257
   32.1400    0.001108    0.891684    0.089168
   32.1500    0.001107    0.890793    0.089079
   32.1600    0.001106    0.889904    0.088990
   32.1700    0.001105    0.889016    0.088902
   32.1800    0.001104    0.888128    0.088813
   32.1900    0.001103    0.887241    0.088724
   32.2000    0.001102    0.886356    0.088636
   32.2100    0.001101    0.885471    0.088547
   32.2200    0.001100    0.884587    0.088459
   32.2300    0.001099    0.883703    0.088370
   32.2400    0.001098    0.882821    0.088282
   32.2500    0.001097    0.881940    0.088194
   32.2600    0.001096    0.881059    0.088106
   32.2700    0.001095    0.880179    0.088018
   32.2800    0.001094    0.879301    0.087930
   32.2900    0.001093    0.878423    0.087842
   32.3000    0.001092    0.877546    0.087755
   32.3100    0.001091    0.876670    0.087667
   32.3200    0.001090    0.875794    0.087579
   32.3300    0.001089    0.874920    0.087492
   32.3400    0.001088    0.874046    0.087405
   32.3500    0.001087    0.873174    0.087317
   32.3600    0.001086    0.872302    0.087230
   32.3700    0.001085    0.871431    0.087143
   32.3800    0.001084    0.870561    0.087056
   32.3900    0.001083    0.869692    0.086969
   32.4000    0.001082    0.868823    0.086882
   32.4100    0.001082    0.867956    0.086796
   32.4200    0.001081    0.867089    0.086709
   32.4300    0.001080    0.866224    0.086622
   32.4400    0.001079    0.865359    0.086536
   32.4500    0.001078    0.864495    0.086449
   32.4600    0.001077    0.863632    0.086363
   32.4700    0.001076    0.862769    0.086277
   32.4800    0.001075    0.861908    0.086191
   32.4900    0.001074    0.861047    0.086105
   32.5000    0.001073    0.860188    0.086019
   32.5100    0.001072    0.859329    0.085933
   32.5200    0.001071    0.858471    0.085847
   32.5300    0.001070    0.857614    0.085761
   32.5400    0.001069    0.856758    0.085676
   32.5500    0.001069    0.855902    0.085590
   32.5600    0.001068    0.855048    0.085505
   32.5700    0.001067    0.854194    0.085419
   32.5800    0.001066    0.853341    0.085334
   32.5900    0.001065    0.852489    0.085249
   32.6000    0.001064    0.851638    0.085164
   32.6100    0.001063    0.850788    0.085079
   32.6200    0.001062    0.849938    0.084994
   32.6300    0.001061    0.849090    0.084909
   32.6400    0.001060    0.848242    0.084824
   32.6500    0.001059    0.847395    0.084739
   32.6600    0.001059    0.846549    0.084655
   32.6700    0.001058    0.845704    0.084570
   32.6800    0.001057    0.844859    0.084486
   32.6900    0.001056    0.844016    0.084402
   32.7000    0.001055    0.843173    0.084317
   32.7100    0.001054    0.842331    0.084233
   32.7200    0.001053    0.841490    0.084149
   32.7300    0.001052    0.840650    0.084065
   32.7400    0.001051    0.839810    0.083981
   32.7500    0.001051    0.838972    0.083897
   32.7600    0.001050    0.838134    0.083813
   32.7700    0.001049    0.837297    0.083730
   32.7800    0.001048    0.836461    0.083646
   32.7900    0.001047    0.835626    0.083563
   32.8000    0.001046    0.834792    0.083479
   32.8100    0.001045    0.833958    0.083396
   32.8200    0.001044    0.833126    0.083313
   32.8300    0.001044    0.832294    0.083229
   32.8400    0.001043    0.831463    0.083146
   32.8500    0.001042    0.830633    0.083063
   32.8600    0.001041    0.829803    0.082980
   32.8700    0.001040    0.828975    0.082897
   32.8800    0.001039    0.828147    0.082815
   32.8900    0.001038    0.827320    0.082732
   32.9000    0.001038    0.826494    0.082649
   32.9100    0.001037    0.825669    0.082567
   32.9200    0.001036    0.824845    0.082484
   32.9300    0.001035    0.824021    0.082402
   32.9400    0.001034    0.823198    0.082320
   32.9500    0.001033    0.822376    0.082238
   32.9600    0.001032    0.821555    0.082156
   32.9700    0.001032    0.820735    0.082073
   32.9800    0.001031    0.819915    0.081992
   32.9900    0.001030    0.819097    0.081910
   33.0000    0.001029    0.818279    0.081828
   33.0100    0.001028    0.817462    0.081746
   33.0200    0.001027    0.816646    0.081665
   33.0300    0.001027    0.815830    0.081583
   33.0400    0.001026    0.815016    0.081502
   33.0500    0.001025    0.814202    0.081420
   33.0600    0.001024    0.813389    0.081339
   33.0700    0.001023    0.812577    0.081258
   33.0800    0.001022    0.811765    0.081177
   33.0900    0.001022    0.810955    0.081095
   33.1000    0.001021    0.810145    0.081015
   33.1100    0.001020    0.809336    0.080934
   33.1200    0.001019    0.808528    0.080853
   33.1300    0.001018    0.807721    0.080772
   33.1400    0.001017    0.806914    0.080691
   33.1500    0.001017    0.806109    0.080611
   33.1600    0.001016    0.805304    0.080530
   33.1700    0.001015    0.804500    0.080450
   33.1800    0.001014    0.803696    0.080370
   33.1900    0.001013    0.802894    0.080289
   33.2000    0.001013    0.802092    0.080209
   33.2100    0.001012    0.801291    0.080129
   33.2200    0.001011    0.800491    0.080049
   33.2300    0.001010    0.799692    0.079969
   33.2400    0.001009    0.798894    0.079889
   33.2500    0.001008    0.798096    0.079810
   33.2600    0.001008    0.797299    0.079730
   33.2700    0.001007    0.796503    0.079650
   33.2800    0.001006    0.795708    0.079571
   33.2900    0.001005    0.794913    0.079491
   33.3000    0.001004    0.794119    0.079412
   33.3100    0.001004    0.793326    0.079333
   33.3200    0.001003    0.792534    0.079253
   33.3300    0.001002    0.791743    0.079174
   33.3400    0.001001    0.790952    0.079095
   33.3500    0.001001    0.790163    0.079016
   33.3600    0.001000    0.789374    0.078937
   33.3700    0.000999    0.788585    0.078859
   33.3800    0.000998    0.787798    0.078780
   33.3900    0.000997    0.787011    0.078701
   33.4000    0.000997    0.786226    0.078623
   33.4100    0.000996    0.785441    0.078544
   33.4200    0.000995    0.784656    0.078466
   33.4300    0.000994    0.783873    0.078387
   33.4400    0.000993    0.783090    0.078309
   33.4500    0.000993    0.782308    0.078231
   33.4600    0.000992    0.781527    0.078153
   33.4700    0.000991    0.780747    0.078075
   33.4800    0.000990    0.779967    0.077997
   33.4900    0.000990    0.779188    0.077919
   33.5000    0.000989    0.778410    0.077841
   33.5100    0.000988    0.777633    0.077763
   33.5200    0.000987    0.776857    0.077686
   33.5300    0.000986    0.776081    0.077608
   33.5400    0.000986    0.775306    0.077531
   33.5500    0.000985    0.774532    0.077453
   33.5600    0.000984    0.773758    0.077376
   33.5700    0.000983    0.772986    0.077299
   33.5800    0.000983    0.772214    0.077221
   33.5900    0.000982    0.771443    0.077144
   33.6000    0.000981    0.770673    0.077067
   33.6100    0.000980    0.769903    0.076990
   33.6200    0.000980    0.769134    0.076913
   33.6300    0.000979    0.768366    0.076837
   33.6400    0.000978    0.767599    0.076760
   33.6500    0.000977    0.766833    0.076683
   33.6600    0.000977    0.766067    0.076607
   33.6700    0.000976    0.765302    0.076530
   33.6800    0.000975    0.764538    0.076454
   33.6900    0.000974    0.763774    0.076377
   33.7000    0.000974    0.763012    0.076301
   33.7100    0.000973    0.762250    0.076225
   33.7200    0.000972    0.761489    0.076149
   33.7300    0.000971    0.760728    0.076073
   33.7400    0.000971    0.759969    0.075997
   33.7500    0.000970    0.759210    0.075921
   33.7600    0.000969    0.758452    0.075845
   33.7700    0.000969    0.757694    0.075769
   33.7800    0.000968    0.756938    0.075694
   33.7900    0.000967    0.756182    0.075618
   33.8000    0.000966    0.755427    0.075543
   33.8100    0.000966    0.754673    0.075467
   33.8200    0.000965    0.753919    0.075392
   33.8300    0.000964    0.753166    0.075317
   33.8400    0.000963    0.752414    0.075241
   33.8500    0.000963    0.751663    0.075166
   33.8600    0.000962    0.750912    0.075091
   33.8700    0.000961    0.750162    0.075016
   33.8800    0.000961    0.749413    0.074941
   33.8900    0.000960    0.748665    0.074867
   33.9000    0.000959    0.747917    0.074792
   33.9100    0.000958    0.747171    0.074717
   33.9200    0.000958    0.746425    0.074642
   33.9300    0.000957    0.745679    0.074568
   33.9400    0.000956    0.744935    0.074493
   33.9500    0.000956    0.744191    0.074419
   33.9600    0.000955    0.743448    0.074345
   33.9700    0.000954    0.742705    0.074271
   33.9800    0.000953    0.741964    0.074196
   33.9900    0.000953    0.741223    0.074122
   34.0000    0.000952    0.740483    0.074048
   34.0100    0.000951    0.739743    0.073974
   34.0200    0.000951    0.739005    0.073900
   34.0300    0.000950    0.738267    0.073827
   34.0400    0.000949    0.737529    0.073753
   34.0500    0.000948    0.736793    0.073679
   34.0600    0.000948    0.736057    0.073606
   34.0700    0.000947    0.735322    0.073532
   34.0800    0.000946    0.734588    0.073459
   34.0900    0.000946    0.733854    0.073385
   34.1000    0.000945    0.733122    0.073312
   34.1100    0.000944    0.732390    0.073239
   34.1200    0.000944    0.731658    0.073166
   34.1300    0.000943    0.730928    0.073093
   34.1400    0.000942    0.730198    0.073020
   34.1500    0.000942    0.729469    0.072947
   34.1600    0.000941    0.728740    0.072874
   34.1700    0.000940    0.728013    0.072801
   34.1800    0.000939    0.727286    0.072729
   34.1900    0.000939    0.726559    0.072656
   34.2000    0.000938    0.725834    0.072583
   34.2100    0.000937    0.725109    0.072511
   34.2200    0.000937    0.724385    0.072438
   34.2300    0.000936    0.723662    0.072366
   34.2400    0.000935    0.722939    0.072294
   34.2500    0.000935    0.722217    0.072222
   34.2600    0.000934    0.721496    0.072150
   34.2700    0.000933    0.720775    0.072078
   34.2800    0.000933    0.720056    0.072006
   34.2900    0.000932    0.719337    0.071934
   34.3000    0.000931    0.718618    0.071862
   34.3100    0.000931    0.717901    0.071790
   34.3200    0.000930    0.717184    0.071718
   34.3300    0.000929    0.716468    0.071647
   34.3400    0.000929    0.715752    0.071575
   34.3500    0.000928    0.715038    0.071504
   34.3600    0.000927    0.714324    0.071432
   34.3700    0.000927    0.713610    0.071361
   34.3800    0.000926    0.712898    0.071290
   34.3900    0.000925    0.712186    0.071219
   34.4000    0.000925    0.711475    0.071147
   34.4100    0.000924    0.710764    0.071076
   34.4200    0.000923    0.710054    0.071005
   34.4300    0.000923    0.709345    0.070935
   34.4400    0.000922    0.708637    0.070864
   34.4500    0.000921    0.707929    0.070793
   34.4600    0.000921    0.707222    0.070722
   34.4700    0.000920    0.706516    0.070652
   34.4800    0.000919    0.705811    0.070581
   34.4900    0.000919    0.705106    0.070511
   34.5000    0.000918    0.704402    0.070440
   34.5100    0.000918    0.703698    0.070370
   34.5200    0.000917    0.702996    0.070300
   34.5300    0.000916    0.702294    0.070229
   34.5400    0.000916    0.701592    0.070159
   34.5500    0.000915    0.700892    0.070089
   34.5600    0.000914    0.700192    0.070019
   34.5700    0.000914    0.699493    0.069949
   34.5800    0.000913    0.698794    0.069879
   34.5900    0.000912    0.698096    0.069810
   34.6000    0.000912    0.697399    0.069740
   34.6100    0.000911    0.696703    0.069670
   34.6200    0.000911    0.696007    0.069601
   34.6300    0.000910    0.695312    0.069531
   34.6400    0.000909    0.694618    0.069462
   34.6500    0.000909    0.693924    0.069392
   34.6600    0.000908    0.693231    0.069323
   34.6700    0.000907    0.692539    0.069254
   34.6800    0.000907    0.691847    0.069185
   34.6900    0.000906    0.691157    0.069116
   34.7000    0.000905    0.690466    0.069047
   34.7100    0.000905    0.689777    0.068978
   34.7200    0.000904    0.689088    0.068909
   34.7300    0.000904    0.688400    0.068840
   34.7400    0.000903    0.687712    0.068771
   34.7500    0.000902    0.687026    0.068703
   34.7600    0.000902    0.686340    0.068634
   34.7700    0.000901    0.685654    0.068565
   34.7800    0.000901    0.684970    0.068497
   34.7900    0.000900    0.684286    0.068429
   34.8000    0.000899    0.683602    0.068360
   34.8100    0.000899    0.682920    0.068292
   34.8200    0.000898    0.682238    0.068224
   34.8300    0.000897    0.681556    0.068156
   34.8400    0.000897    0.680876    0.068088
   34.8500    0.000896    0.680196    0.068020
   34.8600    0.000896    0.679517    0.067952
   34.8700    0.000895    0.678838    0.067884
   34.8800    0.000894    0.678160    0.067816
   34.8900    0.000894    0.677483    0.067748
   34.9000    0.000893    0.676806    0.067681
   34.9100    0.000893    0.676130    0.067613
   34.9200    0.000892    0.675455    0.067546
   34.9300    0.000891    0.674781    0.067478
   34.9400    0.000891    0.674107    0.067411
   34.9500    0.000890    0.673434    0.067343
   34.9600    0.000890    0.672761    0.067276
   34.9700    0.000889    0.672089    0.067209
   34.9800    0.000888    0.671418    0.067142
   34.9900    0.000888    0.670748    0.067075
   35.0000    0.000887    0.670078    0.067008
   35.0100    0.000887    0.669409    0.066941
   35.0200    0.000886    0.668740    0.066874
   35.0300    0.000885    0.668073    0.066807
   35.0400    0.000885    0.667405    0.066741
   35.0500    0.000884    0.666739    0.066674
   35.0600    0.000884    0.666073    0.066607
   35.0700    0.000883    0.665408    0.066541
   35.0800    0.000882    0.664743    0.066474
   35.0900    0.000882    0.664080    0.066408
   35.1000    0.000881    0.663416    0.066342
   35.1100    0.000881    0.662754    0.066275
   35.1200    0.000880    0.662092    0.066209
   35.1300    0.000880    0.661431    0.066143
   35.1400    0.000879    0.660770    0.066077
   35.1500    0.000878    0.660111    0.066011
   35.1600    0.000878    0.659451    0.065945
   35.1700    0.000877    0.658793    0.065879
   35.1800    0.000877    0.658135    0.065813
   35.1900    0.000876    0.657478    0.065748
   35.2000    0.000875    0.656821    0.065682
   35.2100    0.000875    0.656165    0.065617
   35.2200    0.000874    0.655510    0.065551
   35.2300    0.000874    0.654855    0.065486
   35.2400    0.000873    0.654201    0.065420
   35.2500    0.000873    0.653548    0.065355
   35.2600    0.000872    0.652895    0.065290
   35.2700    0.000871    0.652243    0.065224
   35.2800    0.000871    0.651592    0.065159
   35.2900    0.000870    0.650941    0.065094
   35.3000    0.000870    0.650291    0.065029
   35.3100    0.000869    0.649642    0.064964
   35.3200    0.000869    0.648993    0.064899
   35.3300    0.000868    0.648345    0.064835
   35.3400    0.000868    0.647698    0.064770
   35.3500    0.000867    0.647051    0.064705
   35.3600    0.000866    0.646405    0.064640
   35.3700    0.000866    0.645759    0.064576
   35.3800    0.000865    0.645114    0.064511
   35.3900    0.000865    0.644470    0.064447
   35.4000    0.000864    0.643826    0.064383
   35.4100    0.000864    0.643183    0.064318
   35.4200    0.000863    0.642541    0.064254
   35.4300    0.000863    0.641899    0.064190
   35.4400    0.000862    0.641258    0.064126
   35.4500    0.000861    0.640618    0.064062
   35.4600    0.000861    0.639978    0.063998
   35.4700    0.000860    0.639339    0.063934
   35.4800    0.000860    0.638701    0.063870
   35.4900    0.000859    0.638063    0.063806
   35.5000    0.000859    0.637426    0.063743
   35.5100    0.000858    0.636789    0.063679
   35.5200    0.000858    0.636153    0.063615
   35.5300    0.000857    0.635518    0.063552
   35.5400    0.000856    0.634883    0.063488
   35.5500    0.000856    0.634249    0.063425
   35.5600    0.000855    0.633616    0.063362
   35.5700    0.000855    0.632983    0.063298
   35.5800    0.000854    0.632351    0.063235
   35.5900    0.000854    0.631719    0.063172
   35.6000    0.000853    0.631089    0.063109
   35.6100    0.000853    0.630458    0.063046
   35.6200    0.000852    0.629829    0.062983
   35.6300    0.000852    0.629200    0.062920
   35.6400    0.000851    0.628571    0.062857
   35.6500    0.000851    0.627944    0.062794
   35.6600    0.000850    0.627317    0.062732
   35.6700    0.000849    0.626690    0.062669
   35.6800    0.000849    0.626064    0.062606
   35.6900    0.000848    0.625439    0.062544
   35.7000    0.000848    0.624814    0.062481
   35.7100    0.000847    0.624191    0.062419
   35.7200    0.000847    0.623567    0.062357
   35.7300    0.000846    0.622944    0.062294
   35.7400    0.000846    0.622322    0.062232
   35.7500    0.000845    0.621701    0.062170
   35.7600    0.000845    0.621080    0.062108
   35.7700    0.000844    0.620460    0.062046
   35.7800    0.000844    0.619840    0.061984
   35.7900    0.000843    0.619221    0.061922
   35.8000    0.000843    0.618603    0.061860
   35.8100    0.000842    0.617985    0.061798
   35.8200    0.000842    0.617368    0.061737
   35.8300    0.000841    0.616751    0.061675
   35.8400    0.000841    0.616135    0.061614
   35.8500    0.000840    0.615520    0.061552
   35.8600    0.000840    0.614905    0.061491
   35.8700    0.000839    0.614291    0.061429
   35.8800    0.000838    0.613678    0.061368
   35.8900    0.000838    0.613065    0.061306
   35.9000    0.000837    0.612453    0.061245
   35.9100    0.000837    0.611841    0.061184
   35.9200    0.000836    0.611230    0.061123
   35.9300    0.000836    0.610620    0.061062
   35.9400    0.000835    0.610010    0.061001
   35.9500    0.000835    0.609401    0.060940
   35.9600    0.000834    0.608792    0.060879
   35.9700    0.000834    0.608184    0.060818
   35.9800    0.000833    0.607577    0.060758
   35.9900    0.000833    0.606970    0.060697
   36.0000    0.000832    0.606364    0.060636
   36.0100    0.000832    0.605758    0.060576
   36.0200    0.000831    0.605153    0.060515
   36.0300    0.000831    0.604549    0.060455
   36.0400    0.000830    0.603945    0.060395
   36.0500    0.000830    0.603342    0.060334
   36.0600    0.000829    0.602739    0.060274
   36.0700    0.000829    0.602137    0.060214
   36.0800    0.000828    0.601536    0.060154
   36.0900    0.000828    0.600935    0.060094
   36.1000    0.000827    0.600335    0.060034
   36.1100    0.000827    0.599736    0.059974
   36.1200    0.000826    0.599137    0.059914
   36.1300    0.000826    0.598538    0.059854
   36.1400    0.000825    0.597941    0.059794
   36.1500    0.000825    0.597344    0.059734
   36.1600    0.000824    0.596747    0.059675
   36.1700    0.000824    0.596151    0.059615
   36.1800    0.000823    0.595556    0.059556
   36.1900    0.000823    0.594961    0.059496
   36.2000    0.000822    0.594367    0.059437
   36.2100    0.000822    0.593773    0.059377
   36.2200    0.000821    0.593180    0.059318
   36.2300    0.000821    0.592588    0.059259
   36.2400    0.000820    0.591996    0.059200
   36.2500    0.000820    0.591405    0.059140
   36.2600    0.000820    0.590814    0.059081
   36.2700    0.000819    0.590224    0.059022
   36.2800    0.000819    0.589635    0.058963
   36.2900    0.000818    0.589046    0.058905
   36.3000    0.000818    0.588458    0.058846
   36.3100    0.000817    0.587870    0.058787
   36.3200    0.000817    0.587283    0.058728
   36.3300    0.000816    0.586696    0.058670
   36.3400    0.000816    0.586110    0.058611
   36.3500    0.000815    0.585525    0.058552
   36.3600    0.000815    0.584940    0.058494
   36.3700    0.000814    0.584356    0.058436
   36.3800    0.000814    0.583772    0.058377
   36.3900    0.000813    0.583189    0.058319
   36.4000    0.000813    0.582607    0.058261
   36.4100    0.000812    0.582025    0.058203
   36.4200    0.000812    0.581444    0.058144
   36.4300    0.000811    0.580863    0.058086
   36.4400    0.000811    0.580283    0.058028
   36.4500    0.000810    0.579704    0.057970
   36.4600    0.000810    0.579125    0.057912
   36.4700    0.000810    0.578546    0.057855
   36.4800    0.000809    0.577968    0.057797
   36.4900    0.000809    0.577391    0.057739
   36.5000    0.000808    0.576815    0.057681
   36.5100    0.000808    0.576239    0.057624
   36.5200    0.000807    0.575663    0.057566
   36.5300    0.000807    0.575088    0.057509
   36.5400    0.000806    0.574514    0.057451
   36.5500    0.000806    0.573940    0.057394
   36.5600    0.000805    0.573367    0.057337
   36.5700    0.000805    0.572794    0.057279
   36.5800    0.000804    0.572222    0.057222
   36.5900    0.000804    0.571651    0.057165
   36.6000    0.000804    0.571080    0.057108
   36.6100    0.000803    0.570510    0.057051
   36.6200    0.000803    0.569940    0.056994
   36.6300    0.000802    0.569371    0.056937
   36.6400    0.000802    0.568802    0.056880
   36.6500    0.000801    0.568234    0.056823
   36.6600    0.000801    0.567666    0.056767
   36.6700    0.000800    0.567099    0.056710
   36.6800    0.000800    0.566533    0.056653
   36.6900    0.000799    0.565967    0.056597
   36.7000    0.000799    0.565402    0.056540
   36.7100    0.000798    0.564837    0.056484
   36.7200    0.000798    0.564273    0.056427
   36.7300    0.000798    0.563710    0.056371
   36.7400    0.000797    0.563147    0.056315
   36.7500    0.000797    0.562584    0.056258
   36.7600    0.000796    0.562022    0.056202
   36.7700    0.000796    0.561461    0.056146
